# raw data for phase boundaries. Formatted for gnuplot, though pretty self explanatory
#BCC-sDIS
0.13189845 9.00000000
0.11243529 5.66700000
0.10957940 4.00000000
0.11039101 3.00000000
0.11329134 2.33300000
0.11686379 1.85700000
0.12210043 1.50000000
0.12874710 1.22200000
0.13576956 1.00000000


#HEX-BCC
0.27343082 9.00000000
0.25436711 5.66700000
0.23912035 4.00000000
0.22079740 3.00000000
0.20296925 2.33300000
0.19285665 1.85700000
0.18142570 1.50000000
0.17495883 1.22200000
0.17318321 1.00000000


#LAM-GYR
0.47867637 9.00000000
0.46870360 5.66700000
0.45557110 4.00000000
0.43818427 3.00000000
0.41958386 2.33300000
0.39928388 1.85700000
0.37899441 1.50000000
0.36111321 1.22200000
0.34230917 1.00000000


#GYR-HEX
0.43466179 9.00000000
0.42693326 5.66700000
0.41747074 4.00000000
0.40386526 3.00000000
0.38744563 2.33300000
0.36993948 1.85700000
0.35049109 1.50000000
0.33262734 1.22200000
0.31662135 1.00000000


